Sigla IES;Nome;Autores
UNICAMP;CHIMERIC ENZYME AND METHOD FOR PRODUCING TERMINAL ALKENES;['GABRIELA FELIX PERSINOTI', 'WESLEY CARDOSO GENEROSO', 'LETICIA MARIA ZANPHORLIN MURAKAMI']
UNOESTE;ARGAMASSA COMPOSTA POR CINZA DE BORRA DO PROCESSO DE RERREFINO DE ÓLEO LUBRIFICANTE COMO SUBSTITUTO DO CIMENTO.;['RENIVALDO JOSE DOS SANTOS', 'ALEX RAMOS DA SILVA', 'JACQUELINE ROBERTA TAMASHIRO BERGUERAND XAVIER', 'LUCAS HENRIQUE PEREIRA SILVA', 'FABIO FRIOL GUEDES DE PAIVA', 'SILVIO RAINHO TEIXEIRA', 'ANGELA MITIE OTTA KINOSHITA']
UFSCAR;COMPOSTOS DE COMPLEXOS METÁLICOS, PROCESSO DE SÍNTESE DOS COMPOSTOS, FILMES POLIMÉRICOS COMPREENDENDO OS COMPOSTOS E SEUS USOS.;['MARIA FATIMA DAS GRACAS FERNANDES DA SILVA', 'RAFAEL CAVALIERI MARCHI', 'ROSE MARIA CARLOS', 'JOAO BATISTA FERNANDES']
UFMS;MÉTODO PARA IDENTIFICAÇÃO DE FLEBOTOMINIOS FEMEAS DAS ESPECIES LU. CRUZI E LU. LONGIPALPIS;['CICERO RAFAEL CENA DA SILVA', 'MILLER DE OLIVEIRA LACERDA', 'CAMILA DE CARVALHO CALVANI', 'THIAGO FRANCA DA SILVA', 'ALESSANDRA GUTIERREZ DE OLIVEIRA']
UFPE;DESENVOLVIMENTO DE PRODUTOS ANTIMICROBIANOS À BASE DE NANOPARTÍCULAS DE GOMA ARÁBICAQUITOSANA/ CLORIDRATO DE QUITOSANA CONTENDO ÓLEO DA SEMENTE DE MARACUJÁ;['RAFAELA DE SIQUEIRA FERRAZ CARVALHO', 'ALESSANDRA SILVA ARAUJO', 'IHASMYN DOS SANTOS NUNES', 'GERLANE SOUZA DE LIMA', 'THAYZA CHRISTINA MONTENEGRO STAMFORD', 'MARCOS ANTONIO BARBOSA DE LIMA']
UNIFEI;BOMBA FUNCIONANDO COMO TURBINA (BFT) ASSOCIADA A UMA BOMBA HIDRÁULICA CONVENCIONAL PARA USO EM USINA HIDRELÉTRICA REVERSÍVEL;['AUGUSTO NELSON CARVALHO VIANA', 'OSWALDO HONORATO DE SOUZA JUNIOR', 'RAPHAEL FELCA GLORIA', 'GERALDO LUCIO TIAGO FILHO']
UFMA;BISCOITOS A BASE DE FOLHAS E CAULES DA VINAGREIRA E SEU PROCESSO DE ELABORAÇÃO;['TATIANA DE OLIVEIRA LEMOS', 'JAIANA LOPES LIMA', 'ANA LUCIA FERNANDES PEREIRA', 'VIRGINIA KELLY GONCALVES ABREU']
UFG;SISTEMAS FLUORESCENTES FUNCIONAIS À BASE DE PEPTÍDEOS PARA CONTROLE DE TRANSFERÊNCIAS ENERGÉTICAS;['TATIANA DUQUE MARTINS', 'DIERICON SOUSA CORDEIRO']
UEPG;HIDROGÉIS HÍBRIDOS DE GOMA ARÁBICA E CARVÃO ATIVADO DA CASCA DO PINHÃO PARA SORÇÃO DE CORANTES CATIÔNICOS;['ADRIANO GONCALVES VIANA', 'FRANCIELLE LOPES', 'ADRIELLE CRISTINA DOS REIS', 'JAREM RAUL GARCIA', 'MICHELE KAROLINE LIMA TENORIO']
UNIT;METHOD FOR MONITORING THE PRECIPITATION OF INORGANIC SALTS IN AQUEOUS SYSTEMS;['GUSTAVO RODRIGUES BORGES', 'ELOISA BORGES E BORGES', 'ELVIO BARRETO DE MELO FILHO', 'GABRIELA MENEZES SILVA', 'JAILTON FERREIRA DO NASCIMENTO', 'CLAUDIO DARIVA', 'FABIANE SANTOS SERPA', 'ELTON FRANCESCHI', 'LEONARDO DOS SANTOS PEREIRA', 'BRUNO BARBOSA CASTRO']
UFPI;EM SIGILO;['FRANCISCO VALDIVINO ROCHA LIMA']
UFBA;COMPOSIÇÕES FARMACÊUTICAS CONTENDO O ÓLEO DE SEMENTES DE TONTELEA MICRANTHA (RUFÃO) E QUERCETINA PARA USO NA TERAPIA FOTODINÂMICA ANTIMICROBIANA;['ROBSON AMARO AUGUSTO DA SILVA', 'JULIANO GERALDO AMARAL', 'GABRIEL AZEVEDO DE BRITO DAMASCENO', 'MARIA POLIANA LEITE GALANTINI']
FACENE;HETEROCÍCLICOS DERIVADOS DO ÁCIDO SALICÍLICO NO DESENVOLVIMENTO DE MEDICAMENTOS ANTIMICROBIANOS;['MARIA DENISE LEITE FERREIRA']
UNIVASF;FILTRO DE ÁGUAS RESIDUAIS À BSE DE BUCHA VEGETAL MODIFICADA COM DISSULFEETO DE MOLIBDÊNIO E POLIPIRROL COM AÇÃO ANTIBACTERIANA;['HELINANDO PEQUENO DE OLIVEIRA', 'CARLOS ALVES DO NASCIMENTO FILHO', 'MATEUS MATIUZZI DA COSTA']
UCS;PROCESSO PARA OBTENÇÃO DE UM POLÍMERO BIODEGRADÁVEL, POLÍMERO BIODEGRADÁVEL E SEU USO;['JOCELEI DUARTE', 'CAMILA BALDASSO']
UNIT;PROCESSO DE OBTENÇÃO DE UM CHÁ INIBIDOR DO CRESCIMENTO BACTERIANO E CHÁ OBTIDO;['JULIANA FACCIN DE CONTO BORGES', 'CATARINA MARIA CARDOSO LIMA', 'THIAGO DE SANTANA SOUZA', 'KLEBSON SILVA SANTOS', 'ANDRIELE MENDONCA BARBOSA', 'MARILIA RAFAELE OLIVEIRA SANTOS', 'ANA VERUSKA CRUZ DA SILVA MUNIZ', 'SILVIA MARIA EGUES DARIVA', 'CLAUDIO DARIVA']
UFC;PROCESSO DE OBTENÇÃO DE 13-HIDROXI-2A- PROPANOILOXIESTEMODANO (SM-2), O COMPOSTO OBTIDO NO PROCESSO E SEU USO EM COMPOSIÇÕES FARMACÊUTICAS COM ATIVIDADE ANALGÉSICA.;['KARUZA MARIA ALVES PEREIRA', 'SOUSA JR', 'ISAAC HUDSON OLIVEIRA PINHEIRO DOS SANTOS', 'NATACHA XAVIER CAVALCANTE', 'EMERSON LELIO COUTINHO BARROS', 'MANOEL VIEIRA DO NASCIMENTO JUNIOR', 'PEDRO ISAC FONTENELE SALDANHA', 'ARIELY MARQUES OLIVEIRA DE MENESES', 'CARLOS JOSE ALVES DA SILVA FILHO', 'MARIA ESTER FROTA FERNANDES', 'JOSE AUGUSTO CARNEIRO DE OLIVEIRA', 'DINA ANDRESSA MARTINS MONTEIRO', 'MYKELLY GOMES ALVES', 'MIRNA MARQUES BEZERRA BRAYNER', 'FRANCISCO GERALDO BARBOSA', 'JAIR MAFEZOLI', 'HELLIADA VASCONCELOS CHAVES']
UFC;COMPOSIÇÃO DE FORMULAÇÕES FARMACÊUTICAS CONTENDO POLISSACARÍDEOS DO COGUMELO AGARICUS BRASILIENSES E/OU ATORVASTATIN CÁLCICA ABSORVIDOS EM ÓSIDO DE GRAFENO, MÉTODOS DE PRODUÇÃO DA COMPOSIÇÃO E SEUS USOS;['MARIA ELENIR NOBRE PINHO RIBEIRO', 'VANESSA COSTA', 'PAULA GOES PINHEIRO DUTRA']
UFMG;?KIT, MÉTODO PARA SORODIAGNÓSTICO DA LEISHMANIOSE VISCERAL CANINA BASEADO EM PEPTÍDEOS SINTÉTICOS E USOS?;['RICARDO ANDREZ MACHADO DE AVILA', 'SCARLETH SILVA COSTA', 'MARIANA COSTA DUARTE', 'BRUNO MENDES ROATT', 'DANIEL MENEZES SOUZA']
UNICAMP;(PATENTE CONCEDIDA) PROCESSO DE ENCAPSULAÇÃO DE N,N-DIMETIL-META-TOLUAMIDA, PARTÍCULAS POLIMÉRICAS E USO DAS MESMAS;['LILIANE MARIA FERRARESO LONA', 'GUILHERME MARTINATE GOMES']
UFPA;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE ENVIRA (BOCAGEOPSIS MULTIFLORA) FUNCIONALIZADA COM ÓXIDO DE GRAFENO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UFJF;FILMES POLIMÉRICOS À BASE DE QUITOSANA E ÓLEO-RESINA DE SALVIA ROSMARINUS SPENN: PROCESSO DE OBTENÇÃO, COMPOSIÇÕES E USOS;['ANA CAROLINA MORAIS APOLONIO', 'TALEESSA VIEIRA GOMES', 'IASMINY SOARES DE OLIVEIRA', 'ANA BARBARA POLO', 'ARI SERGIO DE OLIVEIRA LEMOS', 'RODRIGO LUIZ FABRI', 'GUILHERME DINIZ TAVARES']
UNICAMP;PROCESSOS DE EXTRAÇÃO DE AMIDO DO MESOCARPO DE BABAÇU E DE PREPARAÇÃO DE MALTODEXTRINA;['PRISCILLA EFRAIM', 'LARA AGUIAR BORGES', 'EDUARDO ROXO NOBRE FRANCIOSI', 'KAZUMI KAWASAKI RAMOS']
UFMG;USO DO PEPTÍDEO MIMÉTICO DE ANEXINA A1 E FORMULAÇÃO FARMACÊUTICA TÓPICA PARA O TRATAMENTO DE LEISHMANIOSE TEGUMENTAR;['ANA PAULA SALLES MOURA FERNANDES', 'TIAGO QUEIROGA NERY RICOTTA', 'LEANDRO GONZAGA DE OLIVEIRA', 'LIRLANDIA PIRES DE SOUSA', 'MIRIAM CONCEICAO DE SOUZA TESTASICCA', 'LILIANE MARTINS DOS SANTOS', 'GISELE ASSIS CASTRO GOULART', 'JULIANA PRISCILA VAGO DA SILVA']
UNEMAT-BARRA DO BUGRES;UNEMAT MARY FLOWER;['LEONARDA GRILLO NEVES', 'Emanoelly Cristini da Silva', 'LEIDIANE SANTANA DAS NEVES', 'ROZINEIDE PEREIRA ALVES DE FRANCA', 'CELICE ALEXANDRE SILVA', 'MARIA HELENA MENEZES CORDEIRO', 'WILLIAN KRAUSE']
UFU;PROCESSO DE DESLIGNIFICAÇÃO DE BIOMASSA LIGNOCELULÓSICA PARA OBTENÇÃO DE LIGNINA, CELULOSE E HEMICELULOSES;['ELAINE ANGELICA MUNDIM RIBEIRO', 'GUILHERME DE SOUZA AQUINO', 'LARA ROCHA SILVA', 'AMANDA BESSA FREITAS', 'ANA GABRIELA TOME ALVES', 'EDUARDO BORGATO BARBEDI', 'MIRIAM MARIA DE RESENDE', 'FABIO AUGUSTO DO AMARAL']
USP;MÉTODO DE OBTENÇÃO DE CONCENTRADO A BASE DE MICROALGAS UNICELULARES DE ÁGUA DOCE PARA EXTRAÇÃO DE ASTAXANTINA;['JANSEN DE ARAUJO', 'CASSIO R RAMOS']
UFSM;DISPOSITIVO E PROCESSO PARA TROCA DE CALOR E HOMOGENEIZAÇÃO DE MISTURAS EM TUBO DE ENSAIODISPOSITIVO E PROCESSO PARA TROCA DE CALOR E HOMOGENEIZAÇÃO DE MISTURAS EM TUBO DE ENSAIO;['JULIANO SMANIOTO BARIN', 'ADRIANO MARQUES JAIME', 'LEANDRO MICHELS']
USP-SÃO CARLOS;SYSTEM FOR TREATING PRODUCED WATER RESULTING FROM OIL EXTRACTION AND PNEUMATIC FLOCULATION METHOD BY MEANS OF INERT GAS INJECTION INTO HEAT EXCHANGERS;['GHERHARDT RIBATSKI', 'ALEX ROGER ALMEIDA COLMANETTI']
USP;CÉLULA PARA TESTE DE MEMBRANA COM MEIOS PARA MEDIÇÃO DE CONCENTRAÇÃO DE ESPÉCIE QUÍMICA, PH E CAMPO DE VELOCIDADE DA FASE LÍQUIDA.;['JULIO ROMANO MENEGHINI', 'M.S. HOLANDA', 'BERNARDO LUIZ HARRY DINIZ LEMOS', 'VITOR AUGUSTO ANDREGHETTO BORTOLIN', 'CAETANO RODRIGUES MIRANDA', 'RODRIGO DE LIMA AMARAL', 'CLAUDIO AUGUSTO OLLER DO NASCIMENTO']
UFES;PROCESSO DE PURIFICAÇÃO DE BROMELINA, BROMELINA PURIFICADA E USOS DE ENZIMA PURIFICADA;['PATRICIA MACHADO BUENO FERNANDES', 'JOSE AIRES VENTURA', 'HELBER BARCELLOS DA COSTA']
IFCE;PROCESSO E SISTEMA PARA DETECÇÃO E MITIGAÇÃO DE UM ATAQUE DE INTERFERÊNCIA (VERFAHREN UND SYSTEM ZUR ERKENNUNG UND ENTSCHÄRFUNG EINES STÖRANGRIFFS);['AUZUIR RIPARDO DE ALEXANDRIA']
UFPA;REVESTIMENTO BIOATIVO CONTENDO ÁCIDO HARZIÂNICO PARA CONSERVAÇÃO PÓS-COLHEITA DE FRUTAS CLIMATÉRICAS;['HERVE LOUIS GHISLAIN ROGEZ', 'JONAS CUNHA DA SILVA', 'GIULIA VICTORIA SILVA LIMA', 'ANDRE DA LUZ DE FREITAS', 'FABIO GOMES MOURA']
UTFPR;REATOR DE CALCINAÇÃO DE MATERIAIS CARBONÁCEOS;['DEBORA CRISTINA DE SOUZA', 'OSVALDO VALARINI JUNIOR', 'LUCAS BONFIM ROCHA', 'ANA PAULA PERON']
UNB;CARREADOR LIPÍDICO NANOESTRUTURADO FORMULADO A PARTIR DE MANTEIGA DE TUCUMÃ, ÓLEO DE JAMBU E SOLVENTES NATURAIS EUTÉTICOS PROFUNDOS E SEUS USOS;['SONIA NAIR BAO', 'CAIO VINICIUS PIRES LEAL', 'LUISA SCHUH VARGAS', 'DAFNE CAROLLINE CARVALHO MARQUES', 'MARINA MESQUITA SIMOES', 'KAREN LETYCIA RODRIGUES DE PAIVA', 'MARINA ARANTES RADICCHI', 'TATHYANA BENETIS PIAU', 'VICTOR CARLOS MELLO DA SILVA', 'ARIANE PANDOLFO SILVEIRA', 'CESAR KOPPE GRISOLIA']
UFAL;RESINA DENTÁRIA COMPOSTA FOTOPOLIMERIZÁVEL ENRIQUECIDA COM EXTRATO DE PRÓPOLIS E USOS DA MESMA;['EMILIANO DE OLIVEIRA BARRETO', 'THEO FORTES SILVEIRA CAVALCANTI', 'JENIFFER MCLAINE DUARTE DE FREITAS', 'JOSE MARCOS DOS SANTOS OLIVEIRA', 'FERNANDA LIMA TORRES DE AQUINO', 'ARTUR FALQUETO SONSIN', 'TICIANO GOMES DO NASCIMENTO', 'EDUARDO JORGE DA SILVA FONSECA', 'MARCOS VINICIUS DIAS VERMELHO', 'SAMUEL TEIXEIRA DE SOUZA', 'ISABEL CRISTINA CELERINO DE MORAES PORTO', 'MARCOS AURELIO BOMFIM DA SILVA', 'JOHNNATAN DUARTE DE FREITAS', 'CARMEM LUCIA DE PAIVA E SILVA ZANTA', 'JOSEALDO TONHOLO']
UFV;EMULSÕES DUPLAS FERTILIZADAS HIDROFÓBICAS E USO DESTAS;['MARCOS ROGERIO TOTOLA', 'EDMO MONTES RODRIGUES', 'ALVARO VIANNA NOVAES DE CARVALHO TEIXEIRA']
UFCG;PROCESSO DE PRODUÇÃO DE CAL A PARTIR DE CINZA DE BIOMASSA DE ALGAROBA (PROSOPIS JULIFLORA);['GELMIRES DE ARAUJO NEVES', 'MARCIO COUCEIRO SARAIVA DE MELO']
UFPE;MÉTODO DE PRODUÇÃO DE IOGURTE GREGO A BASE DE LEITE CAPRINO ADICIONADO DE AVEIA, POLVILHO DOCE E CALDA DE CENOURA E SEU PRODUTO;['PABYTON GONCALVES CADENA', 'ELIZABETH SAMPAIO DE MEDEIROS']
UFS;MICROCÁPSULAS DO CORANTE AZUL DE JENIPAPO (GENIPA AMERICANA L.) PELA TÉCNICA DE GELIFICAÇÃO IÔNICA;['ANGELA DA SILVA BORGES', 'TAIS LETICIA DE OLIVEIRA SANTOS', 'FLAVIA LUIZA ARAUJO TAVARES DA SILVA', 'PATRICIA BELTRAO LESSA CONSTANT', 'JOAO ANTONIO BELMINO DOS SANTOS']
UFPEL;FÓRMULAS PARA PREDIÇÃO DE VIGOR E VIABILIDADE DE SEMENTE DE SOJA (GLYCINE MAX (L.) MERRILL) COMO CRITÉRIO PARA A APROVAÇÃO DE CARGAS NA RECEPÇÃO;['LILIAN VANUSSA MADRUGA DE TUNES', 'NATALIA PEDRA MADRUGA', 'CRISTINA ROSSETTI']
UFCG;DESENVOLVIMENTO DE FERMENTADO ALCOÓLICO DA MISTURA DE LARANJA (CITRUS SINENSIS) E GOJI BERRY (LYCIUM BARBARUM);['ADRIANO SANT ANA SILVA', 'MÉRCIA MELO DE ALMEIDA MOTA', 'MANOEL PESSOA FERREIRA NETO', 'LAIO FELIPE RANGEL DA COSTA ALVES', 'JOSÉ LÁZARO DA SILVA FERNANDES', 'ELIZABETH ALVES DE OLIVEIRA', 'DEYZI SANTOS GOUVEIA', 'ALEXMILDE FERNANDES DA SILVA']
UFPE;DETECTOR DE RADIAÇÃO IONIZANTE BASEADO EM TEREFTALATO DE POLIETILENO;['LUIZ ANTONIO PEREIRA DOS SANTOS', 'EDVANE BORGES DA SILVA']
UFRJ;PROCESSO DE OBTENÇÃO DE BIOCURATIVO, BIOCURATIVO E USO;['JULIANA CORDEIRO CARDOSO', 'ELIANA MARIA BARBOSA SOUTO', 'SONA ARUN JAIN', 'ANDRE LUIS SOUZA DOS SANTOS', 'PATRICIA SEVERINO']
USP;HUMAN ANTI-TETANUS MONOCLONAL ANTIBODIES NEUTRALISING INFECTION BY C.TETANI, METHOD FOR OBTAINING SAID MONOCLONAL ANBITODIES AND USE THEREOF IN IMMUNOTHERAPY IN THE CASE OF ACCIDENTS WITH POSSIBLE INFECTION BY TETANUS BACILLUS. 2017, ÍNDIA.;['JORGE ELIAS KALIL FILHO', 'ANA MARIA MORO', 'EDUARDO ALIPRANDINI']
UFRJ;DISPOSITIVO PARA REALIZAR HIGIENE ÍNTIMA;['ANAEL SILVA ALVES']
UFPE;HIDROGEL À BASE DE QUITOSANA CONTENDO ÓLEO ESSENCIAL DE CHAMAECYPARIS PISIFERA COM ATIVIDADE FRENTE A LINHAGENS CLÍNICAS DE CANDIDA SPP.;['PETRUS D AMORIM SANTA CRUZ OLIVEIRA']
USP;UTILIZAÇÃO DA NANO ZIRCÔNIA COMO AGENTE NUCLEANTE PARA POLÍMEROS SEMICRISTALINOS;['HUMBERTO GRACHER RIELLA', 'LUIS FERNANDO BELLIDO BERNEDO']
UFF;AJUSTE IDEAL LEAN-DEA. 2024.;['LIDIA ANGULO MEZA', 'SAMUEL MARTINS DREI']
UEM;PROCESSO EMERGENTE PARA OBTENÇÃO DE EXTRATO ALELOPÁTICO DE FEIJÕES DE MUCUNA;['LUCIO CARDOZO FILHO', 'DJESSICA TATIANE RASPE', 'CAMILA DA SILVA', 'OSCAR DE OLIVEIRA SANTOS JUNIOR']
UEM;SECADOR ROTATIVO DE BANCADA,;['OSWALDO CURTY DA MOTTA LIMA', 'IGOR LOMES DA SILVA', 'AURELIO DANIEL MOURA', 'DARIO MACHADO JUNIOR', 'JEAN RODRIGO BOCCA', 'FLAVIO CLARETH COLMAN', 'SILVIA LUCIANA FAVARO ROSA', 'WAGNER ANDRE DOS SANTOS CONCEICAO', 'MONICA RONOBO COUTINHO']
UENF;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM TECIDO DE RAFFIA (RAPHIA VINIFERA) MERCERIZADO COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'ARTUR CAMPOSO PEREIRA']
UNESP-BAURU;PROCESSO VERDE PARA A OBTENÇÃO DE FRAÇÕES ESPECÍFICAS DE LIGNINA KRAFT (LK) E APLICAÇÕES EM NANOTECNOLOGIA;['MARYSTELA FERREIRA', 'NAYARA DE CASSIA GABAN', 'JESSICA DE SOUZA RODRIGUES', 'AMANDA DE SOUSA MARTINEZ DE FREITAS', 'LEONARDO FERNANDES FRACETO', 'VAGNER ROBERTO BOTARO']
UFMG;KIT, MÉTODO PARA DIAGNÓSTICO DA COVID-19 E USOS;['WALDEREZ ORNELAS DUTRA', 'INGRID DOS SANTOS SOARES', 'DANIEL FERREIRA LAIR', 'THAIZA ALINE PEREIRA SANTOS', 'ANA ALICE MAIA GONCALVES', 'REYSLA MARIA DA SILVEIRA MARIANO', 'LAIS MOREIRA NOGUEIRA', 'JOZIANA MUNIZ DE PAIVA BARCANTE', 'RONALDO ALVES PINTO NAGEM', 'DENISE DA SILVEIRA LEMOS GIUNCHETTI', 'MARIANA CAMPOS DA PAZ LOPES GALDINO', 'ALEXSANDRO SOBREIRA GALDINO', 'RODOLFO CORDEIRO GIUNCHETTI', 'KELVINSON FERNANDES VIANA', 'DANIELLE CARVALHO DE OLIVEIRA COUTINHO', 'MARIANA AMALIA FIGUEIREDO COSTA', 'THALES AUGUSTO BARCANTE']
IPT;MICROSSISTEMA HÍBRIDO ELETROTÉRMICO PARA LIBERAÇÃO CONTROLADA DE FRAGRÂNCIAS E AROMAS;['NATALIA NETO PEREIRA CERIZE', 'MARIA HELENA AMBROSIO ZANIN', 'THAIS ARAGAO HOROIWA', 'ADRIANO MARIM DE OLIVEIRA']
UFSM;PROCESSO DE OBTENÇÃO DE CALCOGENOÉSTERES, COMPOSTO OBTIDO PELO PROCESSO E USO;['ROBERTO CHRIST VIANNA SANTOS', 'OSCAR ENDRIGO DORNELES RODRIGUES']
UNICAMP;PARTÍCULA PARA INDUÇÃO DE PLURIPOTÊNCIA CELULAR;['MARCIO CHAIM BAJGELMAN']
UNIT;NANOPARTÍCULAS DE PRATA BIOSSINTETIZADAS COM EXTRATO BACTERIANO E SEU USO PARA PREVENÇÃO DA PARONÍQUIA;['PATRICIA SEVERINO', 'DAPHNIE LOANNIS FONTES E CARVALHO', 'CAMILLA ANDRADE SILVA VALENCA', 'SONA ARUN JAIN']
UFRPE;PROCESSO PARA OBTENÇÃO DE LACASE E SEU USO NA DEGRADAÇÃO DE HIDROCARBONETOS POLICÍCLICOS AROMÁTICOS DA INDÚSTRIA PETROLÍFERA;['MARIANA SEFORA BEZERRA SOUSA', 'AMANDA BARBOSA DA ROCHA', 'RANILSON DE SOUZA BEZERRA', 'GILVAN TAKESHI YOGUI', 'DIEGO DE SOUZA BUARQUE']
PUCPR;DISPOSITIVO PARA MONITORAMENTO AMBIENTAL DO VÍRUS SARS-COV-2;['PERCY NOHAMA', 'WILLIAN FELIPE HADIAK AMALIO DE SOUZA']
UFJF;BIOCURATIVOS INOVADORES DE QUITOSANA CONTENDO EXTRATO ETANÓLICO DAS FOLHAS DE PLINIA CAULIFLORA (DC.) KAUSEL (JABUTICABA): PROCESSO DE OBTENÇÃO, COMPOSIÇÕES E USOS;['LUIZ FERNANDO CAPPA DE OLIVEIRA', 'MARIANA HAUCK VIANNA', 'THAYNA GOMES FERREIRA', 'LARA MELO CAMPOS', 'JULIA BERTOLINI FAJARDO', 'THALITA DE FREITAS SOUZA', 'ELAINE SOARES COIMBRA', 'THAIS NOGUEIRA BARRADAS', 'RODRIGO LUIZ FABRI', 'GUILHERME DINIZ TAVARES', 'ANGELO MARCIO LEITE DENADAI', 'GILSON COSTA MACEDO']
UFC;COMPOSIÇÃO E USO DE REVESTIMENTO ATIVO POLISSACARÍDICO À BASE DE ÁCIDO ANACÁRDICO E ÓLEO ESSENCIAL DE ORÉGANO PARA APLICAÇÃO ANTIMICROBIANA EM FRUTOS PÓS-COLHEITA.;['LARISSA MORAIS RIBEIRO DA SILVA', 'JOAO CRISTIAN ARAUJO LUCENA', 'FRANCISCO MARLON FONTENELE LEMOS', 'MARLON ERICK PEREIRA ROSA', 'DAVID ALVES DE ASSIS', 'DEYSE DE SOUSA MAIA', 'LOUHANA MOREIRA REBOUCAS', 'NAGILA MARIA PONTES SILVA RICARDO']
UFMT;COMPOSIÇÃO FARMACOLÓGICA OU COSMÉTICA TÓPICA CONTENDO ÓLEO DE JACARÉ;['LEONARDO GOMES DE VASCONCELOS', 'DOMINGOS TABAJARA DE OLIVEIRA MARTINS', 'FABRICIO RIOS SANTOS']
UFERSA;ADAPTAÇÃO DE DISPOSITIVO PORTÁTIL PARA GERAÇÃO DE JATO DE PLASMA ATMOSFÉRICO FRIO (CAP) EM ATMOSFERA CONTROLÁVEL;['CLODOMIRO ALVES JUNIOR', 'JUSSIER DE OLIVEIRA VITORIANO', 'CARLOS EDUARDO BEZERRA DE MOURA']
UCDB;PEPTÍDEO, CONJUNTO DE PEPTÍDEOS, COMPOSIÇÃO, USOS DE PELO MENOS UM PEPTÍDEO, MÉTODO PARA PREVENIR E/OU TRATAR INFECÇÃO E KIT;['ANA PAULA FERREIRA LEAL', 'TATIANE LIMA BATISTOTI', 'VALENTINA NIETO MARIN', 'NADIELLE TAMIRES MOREIRA MELO', 'MARLON HENRIQUE E SILVA CARDOSO', 'MARIANA ROCHA MAXIMIANO', 'THUANNY BORBA RIOS', 'NELSON GOMES DE OLIVEIRA JUNIOR', 'OCTAVIO LUIZ FRANCO', 'BERNARDO PETRIZ DE ASSIS', 'DANIELI FERNANDA BUCCINI', 'TAIA MARIA BERTO REZENDE', 'GISELE REGINA RODRIGUES']
UFG;METHOD FOR EVALUATING THE THERMAL EVOLUTION OF CRUDE OILS FROM DIFFERENT ORIGINS BY ULTRA-HIGH RESOLUTION MASS SPECTROMETRY;['DANIELLE MITZE MULLER FRANCO', 'GABRIEL HENRY MORAIS DUFRAYER', 'TAYNARA RODRIGUES COVAS', 'YGOR DOS SANTOS ROCHA', 'JUSSARA VALENTE ROQUE', 'BONIEK GONTIJO VAZ']
UENF;INOCULANTE BIOLÓGICO ANTIFÚNGICO PARA FRUTOS DE CAFÉ;['GONCALO APOLINARIO DE SOUZA FILHO', 'NICOLAS DA COSTA RIBEIRO', 'WALACI DA SILVA SANTOS']
UFAM;APLICAÇÃO DA TECNOLOGIA DE BIOFLOCOS EM SISTEMA DE INCUBADORAS DE OVOS E LARVAS;['ELIZABETH GUSMAO AFFONSO', 'RAFAEL YUTAKA KURADOMI']
IME;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE CIPÓ-AMBÉ (THAUMATOPHYLLUM SPRUCEANUM) FUNCIONALIZADA COM ÓXIDO DE GRAFENO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
IFES;SUBSTRATOS A BASE DE LODO DE CURTUME DESIDRATADO E BIOCARVÃO DE PALHA DE CAFÉ PARA PRODUÇÃO DE MUDAS DE HORTALIÇAS;['SAVIO DA SILVA BERILLI', 'CARLOS HUMBERTO DESIDERIO PIROVANI', 'BRUNA TOMAZ SANT ANA', 'JULIO CESAR FIORIO VETTORAZZI', 'ANA PAULA CANDIDO GABRIEL']
UEPG;FERRAMENTA PARA CONTROLE PARENTAL POR MEIO DA DETECÇÃO EM TEMPO REAL DE VÍDEOS OBSCENOS EM DISPOSITIVOS COM RECURSOS LIMITADOS;['ALCEU DE SOUZA BRITTO JUNIOR']
UFRPE;UTILIZAÇÃO DO I-PROPIL 2,3-DIDESOXI-2-ENOPIRANOSID-4- ULOSE PARA O TRATAMENTO DE INFECÇÕES FÚNGICAS CAUSADAS POR FUNGOS DO GÊNERO ASPERGILLUS SPP;['JULIANO CARLO RUFINO DE FREITAS', 'JOAO RUFINO DE FREITAS FILHO', 'RAYANE DE OLIVEIRA SILVA']
UFAM;SENSOR ELETROQUÍMICO PARA DETECÇÃO DE ADULTERANTES NO ÓLEO DE COPAÍBA;['WALTER RICARDO BRITO', 'ARIAMNA MARIA DIP GANDARILLA']
UFT;USO DO ÁCIDO ACÉTICO PARA O CONTROLE DE FUNGOS FITOPATOGÊNICOS E REDUÇÃO DE MICOTOXINAS EM GRÃOS;['JULIANA FONSECA MOREIRA DA SILVA', 'RAPHAEL SANZIO PIMENTA']
