Sigla IES;Nome;Autores
FIOCRUZ;PROCESSO DE OBTENÇÃO DE UMA BIOTINTA PARA A ENGENHARIA DE TECIDOS E BIOTINTA OBTIDA;['FABIO ROCHA FORMIGA']
UFTM;SIMONKOLLEITE PUROS E DOPADOS E NANOCOMPÓSITOS COM ÓXIDO DE ZINCO CONJUGADOS COM PRODUTOS NATURAIS;['RODRIGO CESAR ROSA']
PUC-RIO;CONJUNTO E MÉTODO PARA MEDIÇÃO DA VAZÃO DE FLUIDOS EM TUBULAÇÕES;['JOSE ROBERTO MORAES D ALMEIDA', 'ALEXANDRE SANT ANNA RIBEIRO', 'PAULA MEDEIROS PROENCA DE GOUVEA', 'KHRISSY ARACELLY REIS MEDEIROS', 'CARLOS ROBERTO HALL BARBOSA', 'ARTHUR MARTINS BARBOSA BRAGA']
UFF;USO DE MISTURAS DE GOMA GUAR E QUITOSANA COMO CAMADA PROTETORA POLIMÉRICA EM MINÉRIO DE FERRO;['LETICIA VITORAZI', 'NEWTON NARCISO PEREIRA', 'BARBARA LOUISE LEMOS DRUMOND SILVA']
UNB;VORRICHTUNG UND VERFAHREN ZUR ERKENNUNG UND ENTSCHÄRFUNG VON JAMMING-ATTACKEN IN MOBILEN ANWENDUNGEN;['JOAO PAULO CARVALHO LUSTOSA DA COSTA']
UENF;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE JUNCO-SETEILHAS (CYPERUS MALACCENSIS) FUNCIONALIZADO COM ÓXIDO DE GRAFENO;['SERGIO NEVES MONTEIRO', 'LUCAS DE MENDONCA NEUBA', 'ARTUR CAMPOSO PEREIRA']
UFC;NOVO SENSOR DE DIÓXIDO DE CARBONO (CO2) USANDO  ANTENA DE MICROFITA COM ÓXIDO DE GRAFENO PARA  APLICAÇÕES MÉDICAS E NO SETOR DE PETRÓLEO;['ANTONIO SERGIO BEZERRA SOMBRA', 'JOAO PAULO COSTA DO NASCIMENTO', 'FELIPE FELIX DO CARMO', 'ANTONIO JEFFERSON MANGUEIRA SALE']
ITA;SISTEMA ELETRÔNICO DE ANÁLISE E CONTAGEM DE PULSOS DE DETECTOR DE NÊUTRONS;['ODAIR LELIS GONCALEZ', 'EVALDO CARLOS FONSECA PEREIRA', 'CLAUDIO ANTONIO FEDERICO', 'LESTER DE ABREU FARIA']
UB;DISPOSITIVO DE FOTOBIOMODULAÇÃO A LED PARA TRATAMENTO NÃO INVASIVO DE EPICONDILITE LATERAL;['LUIZ ARTHUR MALTA PEREIRA', 'ROGER LIMA VIEIRA', 'MARIA ELIZETE KUNKEL', 'ALESSANDRO MARCIO HAKME DA SILVA', 'PAULO HENRIQUE DIAS FERREIRA', 'RICARDO SCARPARO NAVARRO', 'MARIANA AMORIM FRAGA']
UFS;PRODUTO FARMACÊUTICO ANTIBACTERIANO;['MAIRIM RUSSO SERAFINI', 'ANAMARIA MENDONCA SANTOS', 'IZABEL ALMEIDA ALVES']
UNIT;PROCESSO DE OBTENÇÃO DE SCAFFOLDS TRIDIMENSIONAIS PARA REGENERAÇÃO DE TECIDOS MINERALIZADOS E SCAFFOLDS OBTIDO;['ADRIANO ANTUNES DE SOUZA ARAUJO', 'CAIO DE ALCANTARA CAMPOS', 'GABRIELA DAS GRACAS GOMES TRINDADE', 'DAISY PEREIRA VALIDO', 'PATRICIA SEVERINO', 'RENATA DE LIMA', 'FRANCINE FERREIRA PADILHA', 'RICARDO LUIZ CAVALCANTI DE ALBUQUERQUE JUNIOR']
UNIT;PROCESSO DE OBTENÇÃO DE UM BIOLUBRIFICANTE A PARTIR DA HIDROESTERIFICAÇÃO ENZIMÁTICA DO ÓLEO DE MORINGA OLEIFERA LAM;['ALVARO SILVA LIMA', 'CINTIA CRISTINA DA COSTA FREIRE', 'MILSON DOS SANTOS BARBOSA', 'MATHEUS MEDONCA PEREIRA', 'ERNANDES BENEDITO PEREIRA', 'CLEIDE MARA FARIA SOARES', 'ADRIANO AGUIAR MENDES', 'RANYERE LUCENA DE SOUZA']
UFSCAR;PROCESSO DE BASE SUSTENTÁVEL PARA SÍNTESE DE ADITIVOS DE ACETINAS UTILIZANDO GLICEROL;['RANYERE LUCENA DE SOUZA', 'ARMANDO ALMEIDA DOS SANTOS NETO', 'DIEGO FONSECA BISPO', 'ADRIANA DE JESUS SANTOS', 'PAULO WALDIR TARDIOLI', 'CLEIDE MARA FARIA SOARES', 'LISIANE DOS SANTOS FREITAS']
UFRPE;REATOR PARA TESTE DE POTENCIAL BIOQUÍMICO DE METANO (BMP)  OTIMIZADO;['ANDRE FELIPE DE MELO SALES SANTOS', 'LILIANA ANDREA DOS SANTOS', 'GUILHERME GOMES VEROCAI', 'TATIANA SOUZA PORTO']
UTFPR;CONVERSOR MULTIPORTAS CC E SISTEMA INTELIGENTE DE GESTÃO ENERGÉTICA;['TALES GOTTLIEB JAHN', 'GUILHERME GEMI PISSAIA', 'GIANCARLO MARCHESINI', 'ALEXSANDRA ROSPIRSKI', 'NATHALIE DANREE BUSTI', 'FILIPE TAVARES CARNEIRO', 'MATEUS ANDRE FAVRETTO', 'PEDRO GAYER DE ARAUJO', 'LEONARDO SOSTMEYER MAI', 'ROGERIO LUIZ DA SILVA JUNIOR', 'JOSE ALFREDO RAMOS VALVERDE', 'FERNANDO MARCOS DE OLIVEIRA', 'RENATO FERREIRA SIMAO', 'LEONARDO BRUNO GARCIA CAMPANHOL']
UFT;COMPOSIÇÕES PESTICIDAS BIORRACIONAIS À BASE DE ÓLEO ESSENCIAL DE RUTA GRAVEOLENS L. E USOS PARA O CONTROLE DE INSETOS-PRAGAS;['GIL RODRIGUES DOS SANTOS', 'RAIMUNDO WAGNER DE SOUZA AGUIAR', 'EUGENIO EDUARDO DE OLIVEIRA']
UNIT;PROCESSO DE PRODUÇÃO DE ÂNODOS DE ÓXIDOS METÁLICOS SINTETIZADOS UTILIZANDO AQUECIMENTO A LASER;['RONALDO SANTOS DA SILVA', 'DEYVID DO CARMO SILVA', 'ALINE RESENDE DORIA', 'GESSICA DE OLIVEIRA SANTIAGO SANTOS', 'KATLIN IVON BARRIOS EGUILUZ', 'GIANCARLO RICHARD SALAZAR BANDA']
UEM;FORMULAÇÕES PARA APLICAÇÃO TÓPICA DE HIDROLISADO OU CONCENTRADO DO HIDROLISADO ORIUNDO DE PELE DE TILÁPIA;['WILKER CAETANO']
UFMS;SISTEMA DE MONITORAMENTO DA TEMPERATURA CORPORAL EM MAMÍFEROS DE CASCO;['QUINTINO IZIDIO DOS SANTOS NETO', 'ARTHUR LEMOS NOGUEIRA FILHO', 'PEDRO PAULO PIRES', 'FABIO IAIONE']
UFAM;MODELOS ORTODÔNTICOS COM RUGOSIDADE REDUZIDA PRODUZIDOS COM FILAMENTO ABS;['JAIME CASANOVA SOEIRO JUNIOR', 'ERNESTO LOURENCO JUNIOR']
UFRRJ;PROCESSO DE OBTENÇÃO DE CONCENTRADO PROTEICO DE PESCADO A PARTIR DE RESÍDUOS DA FILETAGEM DE PEIXES NATIVOS REDONDOS E SEUS HÍBRIDOS;['FABIOLA HELENA DOS SANTOS FOGACA', 'GEODRIANE ZATTA CASSOL', 'LUCIANA KIMIE SAVAY DA SILVA']
UFMG;PROCESSO PARA SÍNTESE DE ZEÓLITAS E USO;['GILBERTO RODRIGUES DA SILVA', 'LUCIANO FERNANDES DE MAGALHAES']
CESMAC;EXTRATO CONTENDO CORPO DE FRUTIFICAÇÃO DE GANODERMA LUCIDUM, PROCESSO DE OBTENÇÃO, APLICAÇÕES E ATIVIDADES CONTRA BACTÉRIAS E FUNGOS E OUTROS USOS;['FERNANDA CRISTINA DE ALBUQUERQUE MARANHAO', 'E A M MAGGIONI', 'LUISY MARIA SANTIAGO LESSA LUZ', 'LETICIA BEATRIZ CAVALCANTE MELO', 'CIRO RAMON FELIX DOS SANTOS SILVA']
UFRN;FORMULAÇÃO ANTIOXIDANTE COM POTENCIAL IMUNOMODULADOR CONTENDO BIOATIVOS DE COPAIFERA RETICULATA DUCKE (ÓLEO RESINA DE COPAÍBA) E CROTON CAJUCARA BENTH (TRANS-DESIDROCROTONINA);['NEREIDE STELA SANTOS MAGALHAES', 'JOSE ROBERIO DE OLIVEIRA NETTO', 'WESLLEY DE SOUZA PAIVA', 'DANIEL CHARLES DOS SANTOS MACEDO', 'LEONARDO BRUNO ARAGAO DE ARAUJO', 'MARIA APARECIDA MEDEIROS MACIEL', 'HUGO ALEXANDRE DE OLIVEIRA ROCHA']
UNIT;VACINA MULTIEPITÓPICA PARA TRATAMENTO DA DOENÇA DE PARKINSON E SEU USO;['MARGARETE ZANARDO GOMES', 'HELENA DE ALMEIDA CERQUEIRA KODEL', 'TATIANE BATISTA DOS SANTOS', 'TATIANE DE OLIVEIRA XAVIER MACHADO', 'DANIELA DROPPA ALMEIDA']
UNIT;PROCESSO DE OBTENÇÃO DE EXTRATOS DE MATRIZES VEGETAIS POR LÍQUIDO EXPANDIDO COM DIÓXIDO DE CARBONO;['MARIA LUCILA HERNANDEZ MACEDO', 'ANY EDUARDA NANES DE OLIVEIRA FARIAS', 'GLENDA AMARAL DA SILVA', 'KLEBSON SILVA SANTOS', 'CLAUDIO DARIVA', 'ELTON FRANCESCHI']
UFPE;MÉTODO DE OBTENÇÃO IN SITU PARA CATALISADOR HETEROGÊNEO À BASE DE PARTÍCULAS DE TITÂNIO SUPORTADAS EM HEMATITA PARA DEGRADAÇÃO DE CORANTES ORGÂNICOS;['BRAULIO SILVA BARROS', 'JOANNA ELZBIETA KULESZA']
UNICAMP;MICRODISPOSITIVO PARA A PRODUÇÃO DE EMBRIÕES IN VITRO E USO DO MICRODISPOSITIVO;['JULIANO RODRIGUES SANGALLI', 'FRANCIELE FLORES VIT', 'LUCIMARA GAZIOLA DE LA TORRE', 'JULIANO COELHO DA SILVEIRA']
UEM;PROCESSO DE OBTENÇÃO DE DOIS ANÁLOGOS A QUEIJOS VEGANOS COM APROVEITAMENTO INTEGRAL DE AVEIA, E RESPECTIVOS PRODUTOS;['BEATRIZ CERVEJEIRA BOLANHO BARROS', 'JAQUELINE DOS SANTOS DE OLIVEIRA', 'MIRIAN CRISTINA FEITEN']
UNICAMP;MODULADOR PARA CONEXÃO ENTRE MÓDULOS E EQUIPAMENTO DE CROMATOGRAFIA GASOSA, EM ADIÇÃO A MEIOS PARA ANÁLISE DE DADOS E SISTEMA COMPREENDENDO O REFERIDO MODULADOR;['LEANDRO WANG HANTAO', 'LUIZ FELIPE OTAVIO MIRON', 'AUGUSTO GUILHEN', 'ELIS PEREIRA SANTOS', 'JULIANA CRUCELLO', 'FABIO AUGUSTO']
UFCG;EMBALAGEM ATIVA ANTIOXIDANTE ELABORADA A PARTIR DE RESÍDUOS AGROINDUSTRIAIS PARA APLICAÇÃO EM CARNE DE PESCADO;['THAISA ABRANTES SOUZA GUSMAO', 'JOSE NATHANAEL FERREIRA DE ANDRADE']
UNICAMP-PIRACICABA;PROCESSO PARA PRODUÇÃO DE CIMENTO OBTURADOR ADITIVADO, CIMENTO OBTURADOR ADITIVADO E SEUS USOS;['MARINA ANGELICA MARCIANO DA SILVA', 'GABRIEL BISPO CARVALHO', 'THIAGO BESSA MARCONATO ANTUNES']
UFMG;FORMULAÇÃO PARA TRATAMENTO DE MICOSES EM HUMANOS E ANIMAIS E USOS;['MARIA ELENA DE LIMA PEREZ GARCIA', 'JULIO CESAR MOREIRA DE BRITO', 'WANDERSON GERALDO DE LIMA']
UECE;DESENVOLVIMENTO DE NOVOS DERIVADOS DA ISONIAZIDA COMO AGENTES TERAPÊUTICOS PARA ANSIEDADE;['HELCIO SILVA DOS SANTOS', 'IVANA CARNEIRO ROMAO', 'MATHEUS NUNES DA ROCHA', 'SONIA MARIA COSTA SIQUEIRA', 'MARCIA MACHADO MARINHO', 'EMMANUEL SILVA MARINHO']
UNICAMP;PROCESSO PARA PRODUÇÃO DE AROMATIZANTE DE FUMAÇA, AROMATIZANTE DE FUMAÇA E SEU USO;['JULIANO LEMOS BICAS', 'RAFAEL CHELALA MOREIRA', 'LUIZ GUSTAVO DOS SANTOS', 'LOUISE EMY KUROZAWA']
UFCG;POTENCIAL ANTIMICROBIANO DO CARVACROL NO ARCABOUÇO TRIDIMENSIONAL MAGNÉTICO CONTENDO HIDROXIAPATITA PARA  ENGENHARIA DE TECIDOS;['MARCUS VINICIUS LIA FOOK', 'HERMANO DE VASCONCELOS PINA', 'ROSSEMBERG CARDOSO BARBOSA', 'MARCELO JORGE CAVALCANTI DE SA']
UFF;DISPOSITIVO PARA VISUALIZAÇÃO DE VIAS AÉREAS;['ISMAR LIMA CAVALCANTI', 'ANDREA JORGE E SILVA']
UFPE;FORMULAÇÃO NANOESTRUTURADA DE COCOS NUCIFERA L. COM AÇÃO ANTI-INFLAMATÓRIA PULMONAR PARA TRATAMENTO DA LPA/ASSOCIADA À COVID-19;['NEREIDE STELA SANTOS MAGALHAES', 'MARIA APARECIDA MARCIEL', 'JOHERBSON DEIVID DOS SANTOS PEREIRA', 'ALANA GHIOTTO GONÇALVES', 'GISELLY DE OLIVEIRA SILVA', 'ELIZABETH FERNANDA DE OLIVEIRA BORBA', 'TERESINHA GONCALVES DA SILVA', 'MARIA APARECIDA MEDEIROS MACIEL']
UFMG;KIT, MÉTODO PARA IMUNODIAGNÓSTICO DA HANSENÍASE E USOS;['RICARDO TOSHIO FUJIWARA', 'TANIA MARA PINTO DABES GUIMARAES', 'AUGUSTO CESAR PARREIRAS DE JESUS', 'VANESSA GOMES FRAGA', 'MARCIO SOBREIRA SILVA ARAUJO', 'LILIAN LACERDA BUENO', 'CRISTIANE ALVES DA SILVA MENEZES', 'MARCIO BEZERRA SANTOS', 'ANA LAURA GROSSI DE OLIVEIRA', 'DANIELLA CASTANHEIRA BARTHOLOMEU']
UFABC;NANOPARTÍCULAS, COMPOSIÇÃO, MÉTODO PARA EXTRAÇÃO DE ÁCIDOS NUCLEICOS, KIT, E, MÉTODO PARA PRODUÇÃO DE NANOPARTÍCULAS;['ANA MELVA CHAMPI FARFAN', 'MARIA ROSITA RIVERA BURGOS', 'LARISSA AKASHI']
UFAL;FASE ESTACIONÁRIA A BASE DE ÓXIDO MISTO SIO2-ZRO2-LI2OBAO PARA COLUNAS DE CROMATOGRAFIA E MÉTODO DE PREPARAÇÃO;['SIMONI MARGARETI PLENTZ MENEGHETTI', 'JAILTON ALVES DE VASCONCELOS JUNIOR', 'JANAINA HEBERLE BORTOLUZZI']
UFV;REVESTIMENTOS A PARTIR DE BIOPOLÍMEROS BIODEGRADÁVEIS ASSOCIADOS A NANOESTRUTURAS PARA A PRESERVAÇÃO DE FRUTAS PÓS-COLHEITA;['IGOR JOSE BOGGIONE SANTOS', 'JANE SELIA DOS REIS COIMBRA']
UFU;NANOPARTÍCULAS DE OURO FUNCIONALIZADA COM PROCIANIDINAS DO TIPO B, E USO DAS NANOPARTÍCULAS;['BELCHIOLINA BEATRIZ FONSECA', 'ANA LUIZA SILVA BORGES', 'VINICIUS PRADO BITTAR', 'IASMIN APARECIDA CUNHA ARAUJO', 'SIMONE SOMMERFELD', 'ALLISSON BENATTI JUSTINO', 'FOUED SALMEN ESPINDOLA', 'NEIDE MARIA DA SILVA']
UFPA;PROCESSO DE OBTENÇÃO, PRODUTO E USO DE UM AGENTE ESPUMANTE EM PÓ A PARTIR DA ESPÉCIE ENTADA POLITACHIA VAR. POLYPHYLLA BENTH;['CLAUDIO NAHUM ALVES', 'RAFAELA OLIVEIRA PINHEIRO', 'MARIO LUCIVALDO BARRETO DE JESUS', 'GYSELLE DOS SANTOS CONCEICAO', 'SAMARA DE PAULA PINHEIRO MENEZES MARQUES', 'DAVI DO SOCORRO BARROS BRASIL', 'FABIANA CRISTINA DE ARAUJO NASCIMENTO', 'ANDRE SALIM KHAYAT']
UEL;LEVANA SULFATADA DE BACILLUS SUBTILIS NATTO COM CAPACIDADE ANTIVIRAL, ANTICOAGULANTE E ANTIOXIDANTE;['MARIA ANTONIA PEDRINE COLABONE CELLIGOI', 'TAINA DE OLIVEIRA FERREIRA', 'BEATRIZ TICIANI VIEIRA PEREIRA', 'ANDRE LUIZ DYNA', 'BRIANI GISELE BIGOTTO', 'GABRIELLE CRISTINA CALEGARI', 'MARIA EMILIA FAVERO', 'CRISTIANI BALDO DA ROCHA', 'ALEXANDRE ORSATO', 'LIGIA CARLA FACCIN GALHARDI']
FURB;PROCESSO DE TINGIMENTO SIMULTÂNEO COM CORANTE NATURAL PARA FIBRAS TÊXTEIS DE POLIÉSTERES, CELULÓSICAS E POLIAMÍDICAS;['MARCEL JEFFERSON GONCALVES', 'CRISLEINE REGINA HILLESHEIM', 'QUETHELEN ELIZABETH ARAUJO GARCEZ RODRIGUES', 'IVONETE OLIVEIRA BARCELLOS', 'VINICYUS RODOLFO WIGGERS']
UFPB-JOÃO PESSOA;ANESTESIM;['RONEI MARCOS DE MORAES', 'JOSE RAUL DE BRITO ANDRADE', 'LILIANE DOS SANTOS MACHADO', 'LEONARDO WANDERLEY LOPES']
UNIMONTES;DISPOSITIVO PARA PREDIÇÃO DE MUCOSITE ORAL POR MEIO DE PARÂMETROS ELÉTRICOS;['MARCOS FLAVIO SILVEIRA VASCONCELOS D ANGELO', 'ANDRE LUIZ SENA GUIMARAES']
FIOCRUZ;DISPOSITIVO ORGAN-ON-A-CHIP PARA MIMETIZAÇÃO DO MICROAMBIENTE DA MEDULA ÓSSEA, MÉTODOS PARA PRODUÇÃO DOS MOLDES DO DISPOSITIVO, PARA PRODUÇÃO DO DISPOSITIVO, PARA PREENCHIMENTO DO DISPOSITIVO, E, USO DO DISPOSITIVO;['MARIA GABRIELA REIS CARVALHO', 'JERONIMO CONCEICAO RUIZ']
SENAI CIMATEC;PROCESSO PARA OBTENÇÃO EM UMA ÚNICA ETAPA DE NANOESFERAS POLIMÉRICAS NA SUA FORMA SECA, A NANOESFERA OBTIDA PELO PROCESSO, E USO DA MESMA;['BRUNA APARECIDA SOUZA MACHADO']
USP-CENA;EFFECT OF PHYSICAL SEPARATION WITH OR WITHOUT ULTRASOUND APPLICATION ON BREWERS? SPENT GRAIN POWDERS FOR POTENTIAL APPLICATION IN FOODSTUFFS;['SEVERINO MATIAS DE ALENCAR', 'CLAUDIO PATRICIO OSSA ROJAS', 'ERICK SIGISFREDO SCHEUERMANN SALINAS']
UFLA;FILTRO PORTÁTIL COM NANOESTRUTURAS;['CAMILA SILVA FRANCO', 'STEFANIE KISSAJIKIAN CANCIO SALES', 'ANA CAROLINA CORTEZ LEMOS', 'JOAQUIM PAULO DA SILVA', 'JULIANO ELVIS DE OLIVEIRA']
UNB;APARATO PARA CONTROLE DE TREMORES DO CORPO HUMANO COM METAMATERIAL MECÂNICO DE MONTAGEM INTERCAMBIÁVEL;['MARCELA RODRIGUES MACHADO', 'AKANE MAKENDÊ', 'BRAION BARBOSA DE MOURA']
ILAPEO;ARTEFATO SIMULADOR DENTÁRIO;['ROGERIA ACEDO VIEIRA']
UFPB-JOÃO PESSOA;BANCADA DIDÁTICA DE REFRIGERAÇÃO POR COMPRESSÃO DE VAPOR COM DIFERENTES CONDIÇÕES DE OPERAÇÃO;['MONICA CARVALHO', 'LUIS FELIPE DA SILVA GOMES', 'ALEXANDRE MAGNO VIEIRA GONCALVES DE BRITO', 'ADRIANO DA SILVA MARQUES']
UFPEL;FIBRAS ULTRAFINAS PRODUZIDAS COM ÓLEO DA MOSCA SOLDADO NEGRO E ZEÍNA POR ELECTROSPINNING;['CLAUDIO MARTIN PEREIRA DE PEREIRA', 'GABRIELLY QUARTIERI SEJANES', 'TAMARA MENDES LEITE SILVA TRINDADE', 'CRISTINA JANSEN', 'ELESSANDRA DA ROSA ZAVAREZE']
UFMT;SISTEMA AUTOMÁTICO DE AQUISIÇÃO DE DADOS DE LISÍMETRO DE PESAGEM E ARMAZENAMENTO DE DADOS EM NUVEM;['TONNY JOSE ARAUJO DA SILVA', 'ALCIDES ARRUDA JUNIOR', 'EDNA MARIA BONFIM DA SILVA']
UFRJ;NANOEMULSÕES ANTIVIRAIS, SEU MÉTODO DE OBTENÇÃO E USO DAS MESMAS;['CARLOS ADAM CONTE JUNIOR', 'KELI ANTUNES BARBOSA DA SILVA', 'LUIZ TORRES NETO', 'MARCO AURELIO PEREIRA HORTA', 'RENATA VALERIANO TONON', 'MARIA LUCIA GUERRA MONTEIRO']
UFMG;ANÁLOGO DO CANABIDIOL, PROCESSO DE OBTENÇÃO, COMPOSIÇÕES FARMACÊUTICAS PARA O TRATAMENTO DE LEUCEMIA E USOS;['EDUARDO NICOLAU DOS SANTOS', 'TULIO RESENDE FREITAS', 'JESUS ALBERTO AVENDANO VILLARREAL', 'GABRIEL VITOR DE LIMA MARQUES', 'RENATA BARBOSA DE OLIVEIRA', 'ADRIANO DE PAULA SABINO']
UFRGS;METODO DE PREVENÇAO DA FRAGILIZAÇAO POR HIDROGENIO DE COMPONENTES A PARTIR DE REVESTIMENTOS POR ASPERSAO TERMICA;['LEANDRO CAMARA NORONHA', 'CRISTIANE DE SOUZA BRANDOLT', 'ROBERTO MOREIRA SCHROEDER', 'CELIA DE FRAGA MALFATTI']
UEL;PROCESSO DE OBTENÇÃO DE NANOPARTÍCULAS DE CLORETO DE PRATA A PARTIR DO SOBRENADANTE DE ESCHERICHIA COLI COM ATIVIDADE ANTIMICROBIANA E ANTIBIOFILME;['SERGIO PAULO DEJATO DA ROCHA', 'VICTOR HUGO MONTINI', 'MARIA LUIZA FRANCISCONI LUBANCO THOME', 'LUANA CARVALHO SILVA', 'GUSTAVO HENRIQUE MIGLIORINI GUIDONE', 'ANASTACIA NIKOLAOS DEONAS', 'LUCAS MARCELINO DOS SANTOS SOUZA', 'JENNIFER GERMINIANI CARDOZO', 'NATALIA YOSHIE KAWAKAMI', 'RENATA KATSUKO TAKAYAMA KOBAYASHI', 'GERSON NAKAZATO']
UFSM;CONTENTOR FLEXÍVEL REVESTIDO E SISTEMA DE MONITORAMENTO INTERGRANULAR;['PAULO CARTERI CORADI', 'RONEY ELOY LIMA', 'PAULO EDUARDO TEODORO', 'CLAUDIR LARI PADIA']
USP;EMULSÃO ACRÍLICA COM DISPERSÃO CELULÓSICA AQUOSA APERFEIÇOADA POR FEIXE DE ELÉTRONS;['WILSON APARECIDO PAREJO CALVO', 'FERNANDO CODELO NASCIMENTO']
UDESC;COMPOSIÇÃO POLIMERIZÁVEL RESINOSA BIOATIVA;['CECI NUNES CARVALHO', 'ERMELINDA SILVANA JUNCKES', 'MARCIA MARGARETE MEIER']
UENF;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE CAPIM DOURADO (SYNGONANTHUS NITENS) MERCERIZADA COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'ARTUR CAMPOSO PEREIRA']
IPT;MÉTODO DE PRODUÇÃO DE BORRACHA NA FORMA SÓLIDA MICROPARTICULADA E PRODUTO RESULTANTE;['ADRIANO MARIM DE OLIVEIRA']
UNIOESTE;MÉTODO DE AVALIAÇÃO DA CAPACIDADE ANTIOXIDANTE TOTAL PLASMÁTICA DE AMOSTRAS DE CÂNCER DE MAMA PELA TÉCNICA DE QUIMIOLUMINESCÊNCIA DE ALTA SENSIBILIDADE - TRAP;['CAROLINA PANIS', 'MURILO GALVANI', 'ANA CAROLINA LOPES FEDERIGE', 'MARIANE FONTANA MEZONI']
UFFS;MÉTODO DE INSERÇÃO DIRETA DO ÓLEO DE SEMENTE DE HB COMO MATÉRIA-PRIMA PARA A PRODUÇÃO DE BIODIESEL;['FERNANDA OLIVEIRA LIMA', 'ANDRE LAZARIN GALLINA', 'LETIERE CABREIRA SOARES', 'DALILA MOTER BENVEGNU']
UFT;COMPOSIÇÕES PESTICIDAS BIORRACIONAIS À BASE DE ÓLEO ESSENCIAL DE RUTA GRAVEOLENS L. E USOS PARA O CONTROLE DE INSETOS-PRAGAS;['GIL RODRIGUES DOS SANTOS', 'TARCIZA FERNANDES NASCIMENTO', 'RAIMUNDO WAGNER DE SOUZA AGUIAR', 'SABRINA HELENA DA CRUZ ARAUJO', 'EUGENIO EDUARDO DE OLIVEIRA']
UFT;PEPTÍDEOS ENGENHEIRADOS PARA DIAGNÓSTICO SOROLÓGICO DE HANSENÍASE;['VANETE THOMAZ SOCCOL', 'CARLOS RICARDO SOCCOL']
INMETRO;SISTEMA DE MONITORAMENTO DOS TALUDES DE MONTANTE DAS ESTRUTURAS UTILIZANDO ULTRASSOM, BLOCKCHAIN E MACHINE LEARNING;['RODRIGO PEREIRA BARRETTO DA COSTA FELIX', 'LUIZ FERNANDO RUST DA COSTA CARMO', 'GABRIEL FONSECA SARMANHO']
USJT;OBTENÇÃO DE MATERIAIS DE CONSTRUÇÃO COM A UTILIZAÇÃO DE LODO DE TRATAMENTO DE ESGOTO DOMÉSTICO COMO MATÉRIA-PRIMA;['CLAUDIA TEREZINHA KNIESS', 'LUCAS JOSE NASRAUI', 'RENAN PICOLO SALVADOR']
USJT;SISTEMA PARA MEDIÇÃO DE VARIAÇÃO DIMENSIONAL DE CONCRETO EM IDADES INICIAIS;['DIMAS ALAN STRAUSS RAMBO', 'RENAN PICOLO SALVADOR']
UFRPE;CULTIVAR: BRS ESPERANÇA. NOME COMUM: ABÓBORA/ABOBRINHA/MOGANGO/MORANGA. NOME CIENTÍFICO: CUCURBITA MAXIMA DUCHESNE;['LEONARDO SILVA BOITEUX']
UFSCAR;PROCEDIMIENTO PARA OBTENER UN MATERIAL COMPUESTO ANTIMICROBIANO, MATERIAL ASÍ OBTENIDO Y USO DEL MISMO;['ELSON LONGO DA SILVA', 'Juan Manuel Andrés Bort', 'LARA KELLY RIBEIRO DA SILVA', 'BRUNA DIAS DE LIMA FRAGELLI', 'MARCELO DE ASSIS', 'CRISTINA PAIVA DE SOUSA', 'FERNANDA DE FREITAS ANIBAL']
IFPR;SÍNTESE VERDE DE NANOPARTÍCULAS DE PRATA A PARTIR DA BACCHARIS TRIMERA;['OTAVIO AKIRA SAKAI', 'CREIR DA SILVA', 'MARCELA MOREIRA TERHAAG', 'GISELLE GIOVANNA DO COUTO DE OLIVEIRA']
UNOESC;METHOD AND SYSTEM FOR DEVELOPING AND VALIDATING A SELF-ESTEEM APPRAISAL SCALE (SEAS);['SAYONARA DE FATIMA TESTON', 'SANDEEP KUMAR GUPTA']
CEFET-MG;ARGILA EXPANDIDA INCORPORADA COM SAIS DE BASE CARBONATADA COM CAPACIDADE SUPRESSORA DE FOGO PARA APLICAÇÃO COMO RETARDANTE DE FOGO EM AMBIENTES CONFINADOS;['PATTERSON PATRICIO DE SOUZA', 'ANGELO ROCHA DE OLIVEIRA', 'PATRICIA SANTIAGO DE OLIVEIRA PATRICIO']
UFPR;COMPOSIÇÃO DE PEPTÍDEOS DERIVADOS DA BIOMASSA MICELIAL DE PLEUROTUS ERYNGII E SEU USO PARA O DESENVOLVIMENTO DE MEDICAMENTOS ANTI-HIPERTENSIVOS - PATENTE CONCEDIDA;['CARLOS RICARDO SOCCOL', 'RICARDO LUIZ VIEIRA', 'SUSAN GRACE KARP']
UFPR;PEPTÍDEO MIMÉTICO DE LEISHMANIA SPP. DE SEQ ID NO: 2, COMPOSIÇÃO IMUNOGÊNICA E MÉTODO PARA O IMUNODIAGNÓSTICO DE LEISHMANIOSES RELACIONADO - PATENTE CONCEDIDA;['VANETE THOMAZ SOCCOL']
UFMT;PROCESSO DE OBTENÇÃO DE CONCENTRADO PROTEICO DE PESCADO A PARTIR DE RESÍDUOS DA FILETAGEM DE PEIXES NATIVOS REDONDOS E SEUS HÍBRIDOS;['OSCAR ZALLA SAMPAIO NETO']
