Sigla;Nome;Tipo Produção;Autores
UFAC;Análise do uso de técnicas centradas no usuário como apoio à elicitação de requisitos de acessibilidade para usuários neurodivergentes;DISSERTAÇÃO;['JOSANA AYMARA PEREIRA NISHIHIRA']
UNESP-SÃO JOSÉ DO RIO PRETO;Comparando técnicas de explicabilidade sobre modelos de linguagem: um estudo de caso na detecção de notícias falsas;DISSERTAÇÃO;['JESSICA VICENTINI']
UFSCAR;Um Framework para composição algorítmica de música terapêutica;TESE;['CLENIO BATISTA GONCALVES JUNIOR']
UNICAMP;Aproximação BE psi-Hilfer: casos particulares e aplicações;TESE;['MARTHA AURORA PARRA PULIDO']
UFPR;Full Euler equations for waves generated by vertical seabed displacements;DISSERTAÇÃO;['JOAO VITOR PARADA POLETTO']
UFF;Semi-automatic Authoring of Sensory Effects in 360º Videos;TESE;['RAPHAEL SILVA DE ABREU']
UFES;Modelagem Molecular de Líquidos Parcialmente Miscíveis em Diferentes Degraus de Temperatura;DISSERTAÇÃO;['LUCAS FREITAS MOREIRA MUNIZ']
UNICAMP;Aplicação da abordagem lipidômica no estudo do tratamento do transtorno da depressão maior com Ayahuasca em pacientes resistentes a antidepressivos convencionais;TESE;['EMERSON ANDRADE FERREIRA DOS SANTOS']
USP-SÃO CARLOS;Predição de Medidas em Redes Complexas com Aprendizagem de Máquina;DISSERTAÇÃO;['JULIANO DECICO NEGRI']
UEM;Ciência de Redes e Aprendizagem de Máquina Aplicadas ao Estudo de Redes Criminosas;TESE;['ALVARO FRANCO MARTINS']
UFES;DepIn-O: Uma Ontologia sobre Frameworks de  Injeção de Dependência;DISSERTAÇÃO;['CLEISSON SANTOS GUTERRES']
UFJF;Formação continuada de professores de Ciências da Natureza: contribuições de uma pesquisa colaborativa para a construção de uma prática docente reflexiva;TESE;['VITOR IOTTE MEDEIROS']
UFS;SENSORIAMENTO DE TEMPERATURA POR ALARGAMENTO DE BANDA BASEADO EM MICROCRISTAIS DE BaTiO3:Nd3+.;DISSERTAÇÃO;['LAURO OLIVEIRA ESPINDOLA']
INPE;Estudo das linhas coronais em AGN: propriedades físicas, distribuição espectral de energia e levantamento observacional até z = 1,07;TESE;['FERNANDO CUSTODIO CERQUEIRA CAMPOS']
UNB;Análise do Uso de Recursos Educacionais em Ambiente Virtual de Aprendizagem e os Impactos na Evasão de Estudantes;DISSERTAÇÃO;['GLEICE LOUISE GARCIA COSTA DOS SANTOS']
UEMA;DEFESA	ESTUDO COMPARATIVO DO DESEMPENHO DO SISTEMA ISDB-T AVANÇADO UTILIZANDO MODULAÇÕES 16QAM-UC E 16QAM-NUC COM MIMO 2X2.;DISSERTAÇÃO;['SIDI MANE']
USP;Química de minerais indicadores nas intrusões kimberlíticas no depósito diamantífero do Tchegi, província diamantífera  da Lunda Norte, Angoia.;DISSERTAÇÃO;['LADISLAU APARECIDO DA COSTA ARRUDA JUNIOR']
UFV;Polymeric membranes derived from the interaction between laponite, alginate, and cyantranyliprole for coating coffee leaves to Leucoptera coffeella control;DISSERTAÇÃO;['CAROLINE NUNES DOS REIS']
UFRN;Produção de Combustíveis Avançados via Descarboxilação Redutiva Catalisada por Cobalto;DISSERTAÇÃO;['ELON FERNANDES SILVA']
UTFPR;SCRUMBGC: UM JOGO DE TABULEIRO PARA APOIAR O ENSINO DE SCRUM;DISSERTAÇÃO;['JOSE AUGUSTO OLIVEIRA DA COSTA MOREIRA']
UTFPR;Modificação e caracterização das fibras de Luffa cylindrica com nanoferritas de zinco;DISSERTAÇÃO;['EDUARDO GAVAZZONI']
UFSCAR;Dimensionality reduction-based metric learning using information theoretic measures;TESE;['ALAOR CERVATI NETO']
UESB;Desenvolvimento e Otimização de Método com Base na Microextração Líquido-Líquido com Gota Orgânica Dispersiva Solidificada na Determinação de Cobre em Águas Naturais Superficiais;DISSERTAÇÃO;['BRUNO NOVAES DA SILVA']
UNESP-SÃO JOSÉ DO RIO PRETO;Teoremas de estabilidade para a homologia persistente;DISSERTAÇÃO;['SERGIO RODRIGUES VERDE JUNIOR']
UFABC;Frobenius não classicalidade de algumas famílias de curvas de Fermat generalizadas;TESE;['LEANDRO ALBINO MOSCA RODRIGUES']
UFPA;Geocronologia e geoquímica isotópica Pb-Sr-Nd das rochas vulcano- plutônicas paleoproterozoicas, porção sul do Cráton Amazônico, região de Vila Mandi (PA);DISSERTAÇÃO;['GABRIEL SILVA DE ARAUJO PONTES']
UFMA;Propriedades ópticas em materiais regidos por eletrodinâmicas quirais;DISSERTAÇÃO;['RONALD DE ARAUJO PEREIRA']
UNB;Compósitos poliméricos de poli(ácido lático) e magnetita;TESE;['JULIENE OLIVEIRA CAMPOS DE FRANCA']
UFRJ;Estudo Fitoquímico de Produtos Naturais de espécies vegetais da flora brasileira;DISSERTAÇÃO;['ANDREW MAGNO TEIXEIRA']
UFC;Avaliação do efeito protetor de formulações à base dos polissacarídeos do cogumelo Agaricus blazei Murill em modelos experimentais de inflamação no sistema gastrointestinal e cutâneo;TESE;['JOAO FRANCISCO CAMARA NETO']
UFSC;On Computing  Representative Data for Summarizing Multiple Aspect Trajectories;TESE;['VANESSA LAGO MACHADO']
INPE;AVALIAÇÃO RADIOMÉTRICA DE IMAGENS PLANETSCOPE SUPERDOVE DE SISTEMAS AQUÁTICOS CONTINENTAIS E COSTEIROS BRASILEIROS;DISSERTAÇÃO;['RAFAEL GRINBERG CHASLES']
UNESP-PRESIDENTE PRUDENTE;Estimação da concentração de clorofila-a em um sistema de aquacultura a partir de imagens multiespectrais obtidas via ARP;DISSERTAÇÃO;['BEATRIZ CIRINO LUCCHETTA']
UNESP-IFT;Thermalization Dynamics of the Quark Condensate Under Strong Magnetic Fields;DISSERTAÇÃO;['ARTHUR ALMEIDA FRAZON']
UNB;DESENVOLVIMENTO E AVALIAÇÃO DE TITULADORES AUTOMÁTICOS COM DETECÇÃO POR IMAGENS DIGITAIS CONTROLADOS POR SMARTPHONE;DISSERTAÇÃO;['MARCELA LUIZA COSTA DE SOUZA']
UNIFOR;IMPACTO DO TAMANHO DA JANELA NA PREVISÃO DE SÉRIES TEMPORAIS UNIVARIADAS USANDO MACHINE LEARNING;DISSERTAÇÃO;['JOAO DAVID DE FREITAS CESARIO']
UFSCAR;MATERIAIS BIOPOLIMÉRICOS MULTICAMADAS PRODUZIDOS POR CASTING CONTÍNUO E DEPOSIÇÃO POR SOPRO EM SOLUÇÃO;TESE;['GIULIANA THALINA FRANCO']
UFSM;SÍNTESE DE DERIVADOS 1,2,3- TRIAZÓIS: OBTENÇÃO, CARACTERIZAÇÃO E ATIVIDADE TOXICOLÓGICA;DISSERTAÇÃO;['ELBA LIXINSKI GUTTERRES']
UFAM;TÉCNICAS DE CONTRAÇÃO DE DOMÍNIO DE VARIÁVEIS EM VERIFICAÇÃO FORMAL E DETECÇÃO DE VULNERABILIDADES DE SOFTWARE USANDO PROGRAMAÇÃO POR RESTRIÇÕES E ARITMÉTICA INTERVALAR;DISSERTAÇÃO;['JESSE DE SOUZA DEVEZA']
UFRN;O REGISTRO ICNOLÓGICO DE SAUROPODA (DINOSAURIA) DA BACIA DO RIO DO PEIXE, NORDESTE DO BRASIL;DISSERTAÇÃO;['ZARAH TRINDADE GOMES']
UFMT;PROVENIÊNCIA SEDIMENTAR E GEOCRONOLOGIA DE ZIRCÃO DO REGISTRO MESOZOICO DA BACIA DOS PARECIS, SUB-BACIAS RÔNDONIA E JURUENA;DISSERTAÇÃO;['ISABELLA TAYNA MICHEIAS DA SILVA']
INPE;ADVANCING THE INLAND WATER MONITORING WITH GEOSTATIONARY SATELLITES: TSS ANALYSIS IN THE AMAZON BASIN;DISSERTAÇÃO;['CARINA INACIO PORTELA']
UTFPR;Avaliação de redes neurais convolucionais com transferência de aprendizado para classificação de imagens de edema macular diabético;DISSERTAÇÃO;['GILBERTO LUIS DE CONTO JUNIOR']
IFES;Obtenção de entidades e relações de restrições de processos de negócio a partir de texto ;DISSERTAÇÃO;['DIOGO DE SANTANA CANDIDO']
FURG;Planejamento de Próximo Melhor Ponto de Vista com Imagens Multi-domínio Baseado em Aprendizado por Reforço Profundo;DISSERTAÇÃO;['MATHEUS GONCALVES MATEUS']
UNB;Autoencoder-Based Image Compression with Target Bitrate Constraint;TESE;['NILSON DONIZETE GUERIN JUNIOR']
UFRGS;Uma Reflexão em Ciência de Dados sobre o Comportamento de Compra e Sistemas de Recomendação Explicáveis;DISSERTAÇÃO;['CLAUDIA FRANCESCA SUAREZ MARISCAL']
UERJ;Dinâmica de comunidades bentônicas do entremarés de costões rochosos como instrumento de monitoramento de efeitos de eventos extremos no Sudoeste do Atlântico Rio de Janeiro 2024;DISSERTAÇÃO;['MARCELA FERREIRA VALENCA']
UNB;Coverings and pairwise generation of some primitive groups of wreath product type;TESE;['JULIA AREDES DE ALMEIDA']
UFF;EFICIÊNCIA DA ACUMULAÇÃO DE CARBONO EM SEDIMENTOS DE LAGOS DA PLANICIE DE INUNDAÇÃO AMAZÔNICA;TESE;['THAIRINY FONSECA PEREIRA']
ITA;ANÁLISE DE CONTROLE DESCENTRALIZADO PARA RESERVA DO ESPAÇO AÉREO PARA VEÍCULOS AÉREOS NÃO TRIPULADOS NO PROBLEMA DA ÚLTIMA MILHA;DISSERTAÇÃO;['MARCOS GUO YAN']
UFS;CÁLCULOS TEÓRICOS DE PARÂMETROS JUDD-OFELT: MODELOS PARA ESTUDO DE SISTEMAS LUMINESCENTES CONTENDO ÍONS EURÓPIO TRIVALENTES.;TESE;['MONICA DOS SANTOS FERREIRA']
UFJF;Caracterização óptica de estruturas core-shell à base de conversores NaYF4 e nanoestruturas à base de TiO2;TESE;['ISIS LEE DA SILVA']
UNICAMP;EVOLUÇÃO TECTONO-METAMÓRFICA DO EMBASAMENTO DO ORÓGENO BRASÍLIA SUL, REGIÃO DE CAMPINAS-SP;DISSERTAÇÃO;['LUCAS PRADO BERTINI OLIVEIRA']
UFU;Divergências de Bregman aplicadas na recuperação de imagens por conteúdo em displasias orais;DISSERTAÇÃO;['TIAGO ROSA MARQUES SOARES']
IPT;A Prompt Patterns Sequence Approach to Apply Generative AI in Assisting Software Architecture Decision-Making;DISSERTAÇÃO;['JOAO JOSE MARANHAO JUNIOR']
PUCPR;PREDIÇÃO DE TIPOS DE CRIMES USANDO TÉCNICAS DE MINERAÇÃO DE PROCESSOS;DISSERTAÇÃO;['FERNANDA PARIZOTTO PADILHA']
USP-SÃO CARLOS;Efeitos Opto-térmicos em Microrressonadores WGM;TESE;['VICTOR ANTONIO SIQUEIRA MARQUES']
UNICAMP;Identidades graduadas da representação adjunta de sl2(K);TESE;['CASSIA FERREIRA SAMPAIO']
UERN;Aplicando critérios de seleção de modelos no contexto bayesiano para comparar e selecionar modelos cosmológicos via dados de SNe Ia;DISSERTAÇÃO;['CARLOS EDUARDO VIANA DE FREITAS']
UFPR;ESTUDO TEÓRICO DAS PROPRIEDADES DE PEROVSKITAS DE HALETO PARA A APLICAÇÃO EM CÉLULAS SOLARES;TESE;['LUIS OCTAVIO DE ARAUJO']
UNESP-SÃO JOSÉ DO RIO PRETO;Operadores semi-Fredholm e soluções periódicas;DISSERTAÇÃO;['RICARDO LUIS BERTOLUCCI FILHO']
UFSC;The lattice isomorphism problem and applications to cryptography;DISSERTAÇÃO;['GUSTAVO DE CASTRO BIAGE']
UNESP-SÃO JOSÉ DO RIO PRETO;A study of limit cycles and global centers for some systems;TESE;['LEONARDO PEREIRA SERANTOLA']
UERJ;Estudo exploratório da síntese de catalisadores à base de óxido de nióbio usando surfactantes por rota sol-gel;DISSERTAÇÃO;['BRUNO MATASSOLI BRAGA']
UFF;Novos Aciclonucleosídeos Quinolonocarboxamídicos como  Potenciais Agentes Anti-SARS-CoV-2;DISSERTAÇÃO;['RODRIGO LUIS MOREIRA GOMES']
UFPE;ORIGINS OF DIASTEREOSELECTIVITY IN MANNICH ADDITIONS TO 4-SUBSTITUTED PIPERIDEINES AND STUDIES TOWARD ENANTIOSELECTIVE ALTERNATIVES;TESE;['JENNY ESMERALDA PADILLA SORTO']
UFU;Compressão gramatical com extração eficiente;DISSERTAÇÃO;['DANYELLE DA SILVA OLIVEIRA ANGELO']
IFPB;Middleware baseado em Aprendizado Federado para Aplicações de Smart Campus;DISSERTAÇÃO;['LUCAS EMANUEL BATISTA DOS SANTOS']
UEL;Explorando a impressão digital voltamétrica de infusão aquosa de folhas de erva mate quimicamente modificada: análise do modelo ASCA e discriminação PLS-DA;DISSERTAÇÃO;['MAYARA MARTINS FONSECA']
UNIFEI;Síntese, estudos in silico e avaliação da atividade tripanocida de sistemas pirazólicos e triazólicos;TESE;['BYANCA SILVA FERREIRA']
UFBA;“Politicas de Alocação de Recursos para Redes Ópticas Elásticas em Situação de Desastre;TESE;['ALEX SILVA SANTOS']
UFJF;Modelo anisotrópico Kantowski-Sachs acoplado com radiação e uma constante cosmológica que varia com o tempo;DISSERTAÇÃO;['VINICIUS GUILHERME OLIVEIRA']
UFPB-JOÃO PESSOA;Revisão Sistemática de Soluções Tecnológicas e Organizacionais para Conformidade com a LGPD;DISSERTAÇÃO;['GABRIEL DA SILVA BELARMINO']
UNIRIO;Avaliação do Uso da Ferramenta IRACE para Estimativa de Hiperparâmetros de Redes Neurais Artificiais;DISSERTAÇÃO;['CAMILLA RODRIGUES DE MELO FERNANDES']
UNICAMP;O Cálculo Interativo de Variáveis Fuzzy-Epistêmicas;TESE;['GUSTAVO DO NASCIMENTO COSTA']
UFRGS; Areference ontology of portions of matter;DISSERTAÇÃO;['LUCAS VALADARES VIEIRA']
UEL;Carvão Hidrotermal: Explorando resíduos de ETE como abordagem sustentável no tratamento de efluentes, geração de energia e agricultura sustentável;DISSERTAÇÃO;['CLAUDIO HENRIQUE DIAS']
UFAM;Explorando variações do canto do Corruíra sob ruído antropogênico: Uma abordagem orientada à inteligência artificial explicável para análise e interpretação bioacústica;DISSERTAÇÃO;['LARISSA DE ANDRADE SILVA']
PUC MINAS;ANALYZING AND CHARACTERIZING THE BITCOIN BLOCKCHAIN TRANSACTION NETWORK CENTRALITY;DISSERTAÇÃO;['GUILHERME DE ARAUJO SCHEIBE']
UFG;Propriedades Fotofísicas De Filmes Multicamadas De Perovskita Livre De Chumbo E Compostos Eletroluminescentes;TESE;['RAMON MIRANDA SILVA']
FGV-RJ;STREAMING, DISTRIBUTED, AND ASYNCHRONOUS AMORTIZED INFERENCE;TESE;['TIAGO DA SILVA HENRIQUE']
USP;Termodinâmica estocástica de máquinas coletivas e estatística do trabalho para tempos de primeira passagem;DISSERTAÇÃO;['IAGO NASCIMENTO MAMEDE']
UEG;Análise Cristalográfica e Teórica dos Arranjos Supramoleculares em Derivados deDibromonitrobenzeno e Quinolinonas;TESE;['RICARDO RODRIGUES TERNAVISK']
UFVJM;Intensidade geomagnética anomalamente baixa revelada por cerâmicas de povos indígenas, Para, Brasil;DISSERTAÇÃO;['MARCO AURELIO DOS SANTOS FRAGUAS']
UNICAMP;Estudo teórico de dicroísmo circular eletrônico em hidrocarbonetos halogenados;DISSERTAÇÃO;['GABRIEL DE ALBUQUERQUE BARROS']
UFSJ;Síntese e Caracterização de pontos de carbono multicoloridos a partir do 1,3,6 Trinitropireno;DISSERTAÇÃO;['FLAVIA SANTOS DA SILVA']
UFF;Predição de Nível de Armazenamento do Reservatório do Tucuruí Usando Redes Neurais Profundas (LSTM);DISSERTAÇÃO;['HUGO CESAR BAUR SALGADO']
UFPEL;Abordagem IoT PD-RPM: Promovendo Aderência à Diálise Peritoneal Considerando o Cenário da Internet das Coisas;TESE;['ROGERIO DA COSTA ALBANDES']
UEM;Diretrizes para o Apoio de Atividades Gamificadas;DISSERTAÇÃO;['JULIO BUDISKI HERCULANI']
UFRJ;Variação temporal, espacial e biótica dos encalhes de indivíduos de três espécies de cetáceos no litoral centro-norte fluminense de 2017 a 2022;DISSERTAÇÃO;['DANIEL MELLO DE OLIVEIRA']
UNICAMP;Toros invariantes, limitação de soluções e órbitas periódicas em uma classe de osciladores não suaves;TESE;['LUAN VINICIO DE MATTOS FERREIRA SILVA']
USP;Análise e modelagem de séries temporais de memória longa usando ondaletas de splines fracionários;TESE;['MATEUS GONZALEZ DE FREITAS PINTO']
USP;Equações parabólicas em variedades cônicas;TESE;['WEYMAR ANDRES ASTAIZA SULEZ']
UFPE;Emergent high-order modularity in the human  connectome network;DISSERTAÇÃO;['JONATAS TEODOMIRO SILVA DA CUNHA']
IFES;Autobiolearn : um arcabouço para automação de modelos de aprendizado de máquina e explicabilidade em dados clínicos;DISSERTAÇÃO;['LUCAS PINHEIRO BADARO MOREIRA']
UFPE;PersonalRAC: Personalized Few-shot Exercise Counting;DISSERTAÇÃO;['PAULO DE OLIVEIRA GUEDES']
ON;RINGS DIVERSITY AROUND SMALL SOLAR SYSTEM BODIES: DISCOVERIES AND DETECTION LIMITS;TESE;['CHRYSTIAN LUCIANO PEREIRA']
UFC;Study of Sn2+ and In3+ ions in the Deep Eutectic Solvent ethaline with surfactants: analysis of interactions through Molecular Dynamics, Quantum Theory of Atoms in Molecules and Electron Localization Function;DISSERTAÇÃO;['JOSE OSMAR DE SOUZA JUNIOR']
USP;Detecção facial em diferentes cenários usando múltiplos modelos;DISSERTAÇÃO;['BRUNO GONCALVES DIAS']
UFOP;Fosfatização no Arquipélago de São Pedro e São Paulo (ASPSP), Atlântico Equatorial: caracterização, gênese e evolução;TESE;['EDUARDO BAUDSON DUARTE']
UNESP-GUARATINGUETÁ;Dinâmica dos anéis de Chariklo;DISSERTAÇÃO;['JULIANA PAIVA CAVALCANTE']
UNIFAL-MG;CARACTERIZAÇÃO DE ÓLEOS VEGETAIS E ANÁLISE DE FRAUDE POR TÉCNICAS DE SEPARAÇÃO, ESPECTROSCÓPICAS, TERMOANALÍTICAS E  MÉTODOS QUIMIOMÉTRICOS;TESE;['LUCAS HENRICO PEREIRA']
USP;Álgebras com Comprimento de Crescimento Lento e de Crescimento Constante;DISSERTAÇÃO;['KLEBER VICTOR CASTRO']
UNB;Regularizing Effect for a Class of Maxwell – Schrödinger Systems;TESE;['AYANA PINHEIRO DE CASTRO SANTANA']
UFPE;MÉTODOS DE AGRUPAMENTO COM PESOS PONDERADOS POR GRUPO PARA DADOS SIMBÓLICOS INTERVALARES;DISSERTAÇÃO;['ERIC CARDOSO SOARES']
UFRJ;Estudo de filmes finos da liga de Heusler Co2MnSi produzidos sob diferentes condições;DISSERTAÇÃO;['RENE CONSTANCIO NUNES DE LIMA']
UEL;Diretrizes para Garantia de Qualidade em Portais da Transparência;DISSERTAÇÃO;['GABRIEL VAZARIN PEREZ']
UNICAMP;Exploring Interfacial Effects and Point Defects in 2D Material Heterostructures: A Study on TMDCs and h-BN;TESE;['FABIO JUVENCIO RAMALHO COSTA']
UERJ;Caracterização Óptica e Estrutural do Titanato de Magnésio Contendo Cobalto Divalente como íon emissor ;TESE;['NATHALIA DIAS DA CUNHA SANTANA']
UFPR;INTERPRETAÇÃO DE ANOMALIAS MAGNÉTICAS DEVIDO A MÚLTIPLOS DIQUES NÃO AFLORANTES NOS MUNICÍPIOS DE CASTRO E PIRAÍ DO SUL/PR;DISSERTAÇÃO;['VINICIUS THEOBALDO JORGE']
UFAM;Petrogênese e Alojamento de Gabros na Serra da Prata, RR;DISSERTAÇÃO;['ANNA CAROLINE ANDRADE PINTO']
USP-SÃO CARLOS;Explorando Características Radiômicas Profundas em Modelos de Aprendizado Profundo por meio de Imagens Médicas de COVID-19;DISSERTAÇÃO;['MARCUS VINICIUS LOBO COSTA']
UFPB-JOÃO PESSOA;Uma Investigação sobre a Aplicabilidade de Redes Transformers no Contexto de Tradução Automática para Língua Brasileira de Sinai;DISSERTAÇÃO;['RENAN PAIVA OLIVEIRA COSTA']
UNICAMP;Propriedades de Transporte em Sistemas com Ordenamento Magnético e Interação Spin–Órbita;DISSERTAÇÃO;['ALEX ENRIQUE CRISPIM']
UFPR;USO DE MÉTODOS GEODÉSICOS NA ANÁLISE DA FLEXÃO DE ESTRUTURAS;TESE;['LEANDRO ITALO BARBOSA DE MEDEIROS']
USP;Invariantes da ação de uma álgebra de Hopf em uma álgebra livre;DISSERTAÇÃO;['LUCAS SEIDY OGAWA']
UNESP-SÃO JOSÉ DO RIO PRETO;Estratégia de Uso de Inteligência Artificial Explicável no Apoio a Reabilitação Neuromotora;TESE;['LUIZ FELIPE DE CAMARGO']
UECE;Potencialidade da APA da serra de Meruoca-CE como sumidouro natural de carbono;DISSERTAÇÃO;['NEY SANDRO VIEIRA DE SOUZA']
FURG;Biorremediação de micotoxinas nas águas residuais do cultivo do arroz;TESE;['JULIANE NATALIA LIMA DA SILVA']
UFPE;Data-driven multiobjective algorithms: applications in portfolio optimization;TESE;['JULIO CEZAR SOARES SILVA']
UFPE;Produção e Caracterização de Proteínas Recombinantes Engenheiradas Computacionalmente Contra Epítopos Virais;TESE;['WENNY CAMILLA DOS SANTOS ADAN']
PUC-RIO;Transposição de siRNA encapsulado com polímeros através de modelos de surfactante pulmonar na interface;TESE;['LUCAS MIGUEL PEREIRA DE SOUZA']
USP;Populações Estelares de Galáxias Anãs Destruídas;TESE;['GUILHERME LIMBERG']
UNICAMP;Os problemas de ciclicidade e isocronicidade para singularidades monodrômicas tangenciais em sistemas de Filippov;TESE;['LEANDRO AFONSO DA SILVA']
UFRJ;Pertubações Singulares em Problemas de Controle Ótimo Estocásticos Multi-Escala com Restrição de Domínio na Variável Lenta;TESE;['ANDERSON DE OLIVEIRA CALIXTO']
UFAL;ANÁLISE DA PERCEPÇÃO DE ESTUDANTES ONLINE SOBRE PAINÉIS DE BORDO PARA ORIENTAR SEUS OBJETIVOS DE APRENDIZAGEM;DISSERTAÇÃO;['JOSE WILLIAMS BARBOSA NOBRE']
UTFPR;Aplicação De Sistema Nanoestruturado Como Estratégia Para Proteção De Compostos Bioativos De Jambo Vermelho (Syzygium Malaccense) Em Formulações Cosméticas;DISSERTAÇÃO;['TALIA REBELATTO DAMBROS']
UNIFAL-MG;Elaboração de um Instrumento Metodológico para ensino CTS a partir do Planejamento de Sequências Didáticas em um Programa de Residência Pedagógica;TESE;['MARCELLO HENRIQUE DA SILVA CAVALCANTI']
UFPEL;+Ludus: Inclusão e Aprendizagem Através de Jogos Digitais para Crianças com TEA;TESE;['MARCELO DA SILVEIRA SIEDLER']
USP;Aprendizado de W-Operadores no Espaço de Aprendizado do Reticulado das Partições Intervalares Booleano;DISSERTAÇÃO;['FRANCISCO EDVAR DA CUNHA FILHO']
MACKENZIE;MONITORAMENTO DE DISCUSSÕES POLÍTICAS NO TWITTER DURANTE AS ELEIÇÕES DE 2022 NO BRASIL: POLARIZAÇÃO, AGRUPAMENTO E PRINCIPAIS ATOREM;DISSERTAÇÃO;['LUCIANO JOSE DA SILVA']
UNESP-ARARAQUARA;Aplicação de solventes eutéticos profundos hidrofóbicos na determinação de parabenos e bisfenol A em amostras de lodo de esgoto usando cromatografia gasosa acoplada à espectrometria de massas com introdução da amostra via pirolisador;DISSERTAÇÃO;['KAREN CHIBANA FERREIRA']
PUCPR;Mitigando o desbalanceamento de dados em problemas de classificação hierárquica com estrutura DAG por meio da combinação de uma abordagem local e resampling;DISSERTAÇÃO;['CINTHYA OESTREICH SILVA']
UNICAMP;Sondando o papel dos elétrons 4f no estado fundamental dos supercondutores férmions pesados CeCu2Si2 e RPt4Ge12 (R = La, Pr) usando radiação síncrotron;TESE;['GUSTAVO APARECIDO LOMBARDI']
UNB;A detailed study of bounded ACh-unification;DISSERTAÇÃO;['GUILHERME BORGES BRANDAO']
UNESP-ARARAQUARA;Sistemas farmacêuticos multicomponentes: sais e sistemas eutéticos profundos terapêuticos (THEDES) dos insumos farmacêuticos ativos genfibrozila, cetoprofeno e candesartana;TESE;['LAURA TEOFILO FERREIRA']
UESPI;Estudo de célula tandem com junção n-WO3pCuBi2O4 para produção de hidrogênio;DISSERTAÇÃO;['CAROLINE MARIA VASCONCELOS PAZ RAMOS']
UNICAMP;PERFORMANCE EVALUATION OF MULTIPLE PRUSSIAN BLUE ANALOGUES’ NANOSTRUCTURES FOR WATER OXIDATION REACTION;DISSERTAÇÃO;['GABRIEL RODRIGUES ALVARENGA']
UFSC;Identificação e distribuição de octocorais na Plataforma Continental e Talude das Bacias de Campos e Santos, Brasil: O Gênero Primnoella Gray, 1858 (Octocorallia: Primnoidae);DISSERTAÇÃO;['PEDRO DE OLIVEIRA NASCIMENTO']
